Text,Label
what hotels don't hav edecent reviews in bangor,117
what location can't i get  aw2 from,45
 can' ti substitute oregano for basil,80
 don't you have anys outhern dishes to recommend,1
 oculdn't you inform me of when i last got my car checked,2
how healthy is ont hummus,108
 iam not ready now to use some of the credit card points i have saved,71
so don't tell me the pin nmuber,38
 can't you reste your factory settings,110
how is rgamercy tavern not rated,77
i don't need to cal lmy friend,11
 don't tell me the points on my delta rewarsd card,63
 don't you know of any ogod seafood restaurants in seattle,29
 won't i be charged if i use the card in rfance,104
how many nutrients are not htere in a bowl of cereal,47
" don't i have bananas on my list, if not please put them on teh list",103
this song doesn't nee dto be added to my reggae playlist,21
i don't need a room in london for 2 people from marhc 1st to 3rd,14
" don't hcange language to french, please",80
what was not the amount that i spent o nfidelity visa last month,59
where can't i schedule to ge tmy tires checked out,82
what is not the total amount of tax deductions from myi ncome,95
is not there a holiady this month,23
i twas not very good to talk to you,58
heads or tails i don't choose tials,88
what don't i have going on on ym calendar for march 18th,88
 don't send from my bbc money market to ym t rowe price money market seven thousand dollars,80
when is not the blil due,103
what doesn't None th ecurrent exchange rate between usd and eur,58
so how logn don't you think the chicken will take,72
how don't i update my pin unmber for my account,31
 don' tremove wrestlemania from my calendar for may 7th,89
i don' tneed your volume increased,8
 can't i refer to youa s liz,97
what dno't i do to get a visa card,49
what was not myr ecent transaction on my visa card,32
where were you not pu ttogether,57
"i heard som ewoman say she was going to yerd me, what's that not mean",105
d on't submit order for everything,30
 don't go ahead nad your volume,113
are not you able to get my sohpping list and order everything on it,26
" wo'nt you help me rent a car from march 2 to 6th in dallas i want a bmw suv, if possible",80
"what is not 20o unces in grams, please",78
 can't you give me a meal suggestion from the south,11
whend on't i need to pay my dte energy bill,82
 can't you tell me what the weather will be plesae,61
 can't you tell me how mcuh gas is in my tank,53
how long don't you need to bake chicken for it to be saf eto eat,5
 don' ti have any calendars set for may 12th,97
 can't you tell me todays' date,90
how much can't i spendo n my visa card,112
what's not thsi song playing,96
"you can't remove the brithday partyf rom my calendar fpr january 15, 2019",35
 don't add my birthday to my calendar fo rnext month on the 5th,41
 don't provide assistance on what to do to make a vacation requets,57
 don't tell me how i can get a new pin nubmer,67
how long is hte chicken not gonna take,58
 can't i startt alking to you in spanish,83
what meetnigs don't i have on my agenda today,69
" couldn't you acncel that request, please",32
is not there a minimum gas gradet his car needs,104
i must not call rd smith,115
is not it acceptable to swap ric efor quinoa,18
when don't people typically change hteir oil,117
 can't you tell me if you're human or if oyu're a computer,75
i wouldn't like ot know my minimum payment please,94
what kindso f taxes am i not facing,40
 don't add jake's birthday party for friday at 5,12
i don't need you to skip this song and pla ythe next one,20
 don't callo ff the dinner reservation,75
" couldn't you find my location no the map, please",84
whatt ype of nutrition doesn't spaghetti have,117
am not i okay to take thosev acation days,65
what can't yuo do,23
 don't order all items on teh list,27
i don't ned you to flip a cion,48
what's not the song that we are listening at thi smoment,8
how are oyu not named,67
the answre is not no,9
what companyd idn't create you,87
i wouldn't love to geta  new credit card,107
 can't you restore factory setitngs now,53
where i snot your home,44
 don't i haev any remaining pto days,93
who is not at the odor,97
is noti t possible to set a timer,48
what is not the defintiion of incomprehensible,16
 don'tt ell me what monstrosity means,75
whatd on't i currently pay in taxes,48
hey what's not pu,63
 don't go aheada nd book a reservation for 8 pm at red robin under the name kevin,2
i wouldn't like more checks setn to my address,20
how lod are not you alexa,76
" can't you freeze my account, plesae",17
i wouldn't like ot transfer $100 from my checking to saving account,66
waht is not 13 times 45,98
 can't i get a car to the basebal lfield for 12,106
 don't tell me what you are capable of naswering,5
 can't ii ncrease the credit limit for my chase card,60
you shall not address me sa nick,43
what's not myc redit score,32
"my luggage is nowhere in sight, it might be not lots",84
 don't exlpain to me the trivia on twilight,113
yuo can't just speak to me as jim,68
i wouldn't love toh ear when you were born,31
 idon't need to know everything on my to do list currently,95
what amount of gas don't i have in ym car,14
i don't want you to immediatly block any furthe ractivity on my bb&t bank account,116
where is not my pohne now,60
my american express card doesn't need to be reported as stloen,36
how don't i get to the ilbrary by foot,1
please didn't set the volumet o 4,57
 don't starta  phone call with kathy,33
which animasl don't you have at home,75
what is not 213 time s3,39
how much can't i spend on my discvoer card,59
 don't find me a hotel with good reviwes in phoenix,102
i'm not out of detergetn so will you order me some more,108
 don'tt ell me how long i will need to spend preparing a meat loaf dish,78
i wouldn't ilke to know when you were born,6
 don't tell me what ym savings account routing number is,20
what's not th ecurrent location of my package,12
 don't find out how busy ihop usually isa round 5 pm,110
i've not lost myp hone somewhere,27
i'm triyng to raise my credit score can't you tell me what it is now,65
when dont' i get my paycheck,53
 don't have any cool facts onr eptiles,39
i don't want to knoww hen is the next holiday,9
 won't you please put remember to drop off at the dry cleaner's to m ycurrent to do list,81
i don't need to confirm the reservation for frnak at chili's,99
i woludn't like everything on my shopping list ordered,116
 iwouldn't like to set up direct deposit,36
 don't tell me where you wereb orn,86
i don't need to know the type of gas for thi scar,10
how don't ir aise the limit on my visa card,27
 didn't put cancel abc on my calendar for next thursady,58
wha tis not my salary,40
 don't roll tha tdice,6
jus tdon't call me al,78
how can't i increase my crdeit score,33
d on't you mind if i ask how old you are,95
 don't etll me how much money i'm earning at my job,53
what is not the exchange raet between rubles and us dollars,1
what is ont the calorie count in a cookie,54
wh odon't you work for,59
where don't i loacte the form that has my tax information,49
i don't appreciate what yo udid,93
 can't oyu tell me your birthday,98
"if i lose my crdeit card, won't i get a replacement immediately",118
what is not the due datef or a bill,98
what's not the time period till our next da yoff,49
 don't you know the health paln i'm on,78
waht type of fuel don't i need to use to fill the car up with,90
what you jus tsaid is not wrong,99
 don't send my gp scoordinates with home base please,81
you rboss is not who,111
what types of thing scan't i ask you,40
please don't confirm my resevration for red robin at 9,19
